PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
4481,Unknown,2849,7.02465,7.0835,7.120067,212.9786,30100150,123025576,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,159.0014,212.89536:38463 212.97861:12499081 213.05971:27651 213.06413:22496 213.07594:30473 213.11285:89425 213.1497:16261 213.18513:26697 213.96375:794300 213.98221:535958 214.11595:16303 214.9669:53082 214.98259:54290 215.04875:225486 215.05736:29242 215.09177:27218 215.12842:27436 215.52103:41744 215.95232:285787 215.95909:50056 216.0336:35621 216.05168:22269 216.07729:31655 216.99225:43529 217.00288:378268 217.04498:64070 217.05367:58086 217.10826:30876 217.94887:79650 217.97792:74174,61.89082:3285 63.98563:3471 79.95583:8511 91.41019:4154 93.99449:4144 106.36365:3743 134.00624:6312 168.98949:257498 169.12265:10923 170.4467:4217 213.11389:13709 213.18472:7974
4483,Unknown,2853,7.02465,7.092117,7.347867,169.9921,3145472.5,23526016,,[M-H]-,M + 1,isotope of 4479,,,,,,,999,FALSE,FALSE,FALSE,,,,,,61.09974,169.99205:782572 170.00047:58142 171.0555:46363 171.10229:102208 171.13828:83966 171.99887:71886 174.96906:27350,59.39477:856 63.41757:951 68.69439:1009 69.79727:814 79.95583:3304 88.9175:909 102.40435:899 134.0239:2045 169.99156:27605 170.02747:1044
4485,Unknown,2853,7.02465,7.092117,7.14715,294.9825,273128.3438,1286108,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,4.219772,294.98254:114192 295.0318:1181156 295.07639:34706 295.11844:65642 295.94244:42943 296.03552:136188 296.06079:42795 296.92999:36965 296.99432:31765 297.02829:65467 297.0368:35383 297.05502:34737 297.0813:91196 297.13516:71101 298.03961:152037 298.08475:39098 298.96289:62961 299.034:40189 299.11371:50063 299.14929:34283,57.03282:1134 59.01195:1824 63.96088:3942 64.96871:1202 79.9562:12705 80.96397:5754 96.9588:38847 101.00102:4346 105.83292:916 123.58567:995 153.23915:973 161.0345:2266 168.98962:6701 189.12784:914 205.12183:1752 212.9782:1000 214.97917:1632 215.07481:21467 229.0621:1919 231.07118:1467 233.11694:1073 240.00073:937 251.12941:1943 268.67902:1069 295.03333:283446 295.11993:7031
4486,Unknown,2853,7.001417,7.092117,7.162317,432.9084,2250439.25,11513792,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,26.44424,432.90845:782154 433.02597:27827 433.1264:49726 433.91193:56186 434.90384:712309 434.99847:148570 435.90771:88020 436.90182:268267 437.18161:26801,57.93061:4461 59.44864:4227 60.42033:5077 62.25448:4789 77.14282:5200 78.58823:5835 80.96346:8753 89.96043:5400 91.96143:6119 96.95835:9857 120.95823:6448 148.03885:11985 149.03445:26084 164.03407:32464 170.04428:5248 181.08502:8839 191.04416:55726 232.9921:6369 235.03581:70579 243.00868:8016 289.48456:6208 290.6701:5430 314.9928:17124 354.38068:5820 376.79013:6137 429.09619:5674 432.90604:92044
4497,Unknown,2861,7.02465,7.109933,7.234517,263.9741,2135954.25,10244901,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,8.936697,263.88766:136984 263.97409:817191 264.97665:70655 265.00427:32227 265.02884:54387 265.03906:27456 265.07486:50904 265.10864:63533 265.88416:40083 265.97067:276899 265.99008:43370 266.0014:347374 266.0271:33822 266.0343:66836 266.04974:68862 266.50412:44450 266.92966:814276 266.97412:54157 267.00018:93399 267.04449:42429 267.08795:34983 267.12399:84692 267.1604:37111 267.93246:55518 268.03857:60517 268.92633:561395 268.97021:28416,52.43728:914 63.96134:7278 64.39391:1339 71.09833:1095 79.95631:26433 80.96398:42491 89.96367:3807 90.03332:3111 117.94819:1403 120.04395:9529 127.17388:1061 136.03896:1265 137.60855:1112 174.17944:1254 183.93076:11263 183.96175:1572 184.00679:12533 189.99457:36514 227.91229:1353 227.99731:8220 232.95161:1426 263.88605:13011 263.97546:92221 264.09354:3456 264.1261:1758
4499,Unknown,2861,6.84575,7.109933,7.347867,266.9297,2289252.25,12026793,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,22.8089,266.50412:44450 266.92966:814276 266.97412:54157 267.00018:93399 267.04449:42429 267.08795:34983 267.12399:84692 267.1604:37111 267.93246:55518 268.03857:60517 268.92633:561395 268.97021:28416 269.06012:134863 269.10312:50932 269.13974:46351 269.92987:52653 270.04453:26154 270.07715:25458 270.92316:96015 271.02139:158563 271.03214:31257 271.06494:712610 271.07553:852426 271.1189:103234 271.15491:38290,61.54911:3823 79.95614:20030 80.96346:6492 106.74653:4399 180.37292:4662 188.71408:4601 200.17793:4181 222.94:7807 223.13272:6618
4501,Unknown,2861,7.0397,7.109933,7.154917,380.0221,10948295,43790204,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,76.55853,379.96063:40679 380.02213:3876037 380.09241:41128 380.95285:158941 381.02585:561258 381.07654:35212 381.0889:59282 381.1189:60158 381.13123:72910 381.15594:68669 381.95651:28719 382.01825:1453777 382.07159:75931 383.02283:228635 383.09192:46221 383.17014:41377 383.19327:44553 383.97174:30088 384.01456:44306 384.03241:36115 384.99072:37985,58.00429:4207 63.79817:4925 80.96387:31626 90.65067:4415 95.99127:5045 103.59611:5558 111.00721:12900 114.04794:4853 136.82797:5407 222.88634:6054 254.05751:9293 298.05038:53922 362.01263:17811 380.02252:81981
4513,Unknown,2865,7.02465,7.120067,7.293684,197.9466,1784800.625,10551648,,[M-2H]2-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,23.75028,197.51016:81124 197.94664:631108 197.99617:22474 198.00601:83696 198.11314:36076 198.44846:102887 198.94493:433509 199.0208:31101 199.09737:241976 199.13336:36068 199.17001:50960 199.44624:52921 199.50436:159523 199.94353:115880 199.96689:33224 200.00645:25436 200.98593:36029 201.03352:85453 201.11301:62217 202.01755:29736 202.06181:27497 202.1163:25202,58.02608:3263 79.9563:87520 80.96346:4151 81.95153:11676 83.74162:3682 105.04427:5049 106.12371:3839 112.60392:3939 144.72977:3900 147.39856:3797 148.10379:4870 169.02881:5824 197.02435:11267 197.94565:16397
4520,Unknown,2865,7.02465,7.120067,7.2539,293.0245,3943492.5,21034176,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,23.0558,292.983:50085 293.02451:1598682 293.06744:30112 293.10287:90842 293.14001:107258 293.15073:189636 294.00235:73773 294.01193:108004 294.0274:278258 294.09906:28101 294.98245:65134 295.01849:36666 295.03174:1271796 295.08459:31209 295.11929:114566 295.15552:39464 295.94226:46765 296.03546:145951 296.06061:33218 296.92981:53572 297.02728:81738 297.05481:27983 297.0621:29581 297.08032:126680 297.09851:32716 297.1347:82379 297.24307:33036,59.01195:5829 61.02758:2316 72.99129:2847 75.00705:1979 79.95624:35934 80.96403:10365 89.0656:1665 93.99535:1620 95.03947:1582 101.02276:4685 102.02599:2377 103.02738:2424 109.01543:1685 109.43771:1706 119.79946:1416 140.45856:1658 146.04704:20203 149.60237:1489 158.06041:3643 163.05949:3527 164.06343:2817 165.06561:7119 170.04637:2636 174.05522:4081 185.07193:3062 186.05493:2800 202.05016:8198 214.03754:1998 229.06223:126681 249.03259:2884 249.07732:3097 249.11461:5909 249.14818:2617 293.02502:346829 293.151:8342
4521,Unknown,2865,7.02465,7.120067,7.154917,353.9613,2867655.75,9972755,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,14.92457,353.96127:1284633 354.04022:35441 354.06549:32300 354.07498:29390 354.10974:23195 354.96497:153567 355.06128:38446 355.14062:49219 355.9577:848022 356.0119:27400 356.96112:82596 357.02106:136469 357.07486:94238 357.10068:22525 357.11029:25083 357.15671:28230 357.95499:166350 358.10449:22328 358.95767:24920,54.77556:4238 71.78447:4685 79.95583:16061 80.9639:456691 84.58527:5069 98.69555:5575 120.0798:5127 121.55473:4641 134.6219:5816 150.32524:4844 227.99709:38030 301.92932:4828 309.97391:47681 353.96332:24988
4527,Unknown,2896,7.14715,7.1987,7.347867,146.9868,2871018,20845548,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,37.29652,146.98679:774926 147.08063:48272 147.98997:25089 148.03951:21818 148.05061:18893 149.06:29445 149.09625:29254 150.05531:50883 151.07562:62892,63.50004:2779 76.3217:3069 80.08347:3096 88.73487:3445 101.49052:3159 127.42728:3562 146.98752:45170
4530,Unknown,2896,7.154917,7.1987,7.347867,380.0221,9461732,57595488,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,72.41657,379.96103:98573 380.02213:3924563 380.20145:59277 380.95309:497222 381.02551:507418 381.04312:25574 381.07663:42711 381.11899:37066 381.13132:95852 381.15604:66552 381.19131:36548 381.95709:93382 382.01837:1375856 382.07062:92085 382.94974:101958 383.02271:211342 383.09201:38486 383.13467:21790 383.17023:45349 383.95398:23384 384.01465:35682 384.07535:27832 384.08783:47096 384.96393:23740 384.99081:26807,67.01761:7709 79.95584:69952 80.96412:392757 85.0281:21817 93.97115:3048 94.97965:17947 105.77511:2645 111.00713:186189 141.57353:2646 155.98454:20968 171.00912:95836 182.97177:8221 186.03299:49731 192.97992:5898 197.9958:17329 207.0072:7789 208.01657:7930 212.01157:3720 222.03343:8190 224.01035:25723 239.03665:21682 254.05698:97126 256.0387:47882 280.03671:16784 282.05334:26945 298.05042:186108 308.18018:3296 331.96494:2979 334.01672:4990 335.99368:36836 362.01233:112323 380.02249:335479
4538,Unknown,2900,7.129117,7.207366,7.48955,184.9077,2891447.25,15468678,,[M-H]-,M + 0,similar chromatogram in higher mz_4540; similar chromatogram in higher mz_4547; similar chromatogram in higher mz_4546; similar chromatogram in higher mz_4550,,,,,,,999,FALSE,FALSE,FALSE,,,,,,47.69736,184.90773:707742 185.00023:165942 185.01151:28626 185.02699:91087 185.08134:25991 185.11777:28976 185.15421:21482 185.91046:41612 185.9958:112490 186.02231:32340 186.90443:699111 186.9559:44341 186.99774:46396 187.90755:25254 187.99248:25552 188.90158:174510 188.97115:38856,50.49787:3179 52.56392:3480 52.72733:2763 62.46607:4064 65.76066:3637 66.15391:3433 72.95522:3628 79.95583:8699 83.30793:3337 93.31023:3489 94.16327:3338 103.55411:3560 116.90586:215320 141.01013:44107 142.00592:4998 144.16991:4458 156.28865:3546 184.90773:42783 184.9693:5107 185.02664:23671 185.15317:12040
4539,Unknown,2900,7.129117,7.207366,7.311733,186.9044,2559565,13850914,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,58.04681,186.90443:699111 186.9559:44341 186.99774:46396 187.90755:25254 187.99248:25552 188.90158:174510 188.97115:38856 189.9494:30495 189.97925:100007 190.06192:100629 190.899:30672 191.08176:49614,54.93587:3538 71.81909:3749 79.95583:13304 80.38887:3301 80.76138:3231 82.74965:3358 90.26144:3369 107.04844:6724 118.90327:166852 138.72224:4367 143.00632:11534 186.90506:30753 187.00699:8108
4542,Unknown,2904,7.062016,7.216417,7.498217,154.9897,30109046,252076016,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,301.9938,154.93657:28418 154.93932:28309 154.98965:10899424 155.04135:45750 155.07019:43657 155.10683:44197 155.98497:32237 155.99284:825287 156.02147:26472 156.98668:3495303 157.08609:102639 157.1225:323132 157.98203:25642 157.99005:296520 158.01184:64292 158.12573:51918 158.9865:277025 159.04442:23807 159.05536:21908 159.06535:30725 159.1015:23425 159.97162:25294,52.87398:3693 53.2977:3513 65.65911:4061 67.07281:4088 69.99958:3984 71.83814:5260 73.71948:4760 101.65266:4300 106.66916:4244 110.99969:505979 136.2318:4190 154.99025:384830 155.07085:4817 155.10748:6809
4547,Unknown,2908,7.138134,7.22545,7.433116,248.9746,2558420.75,16215782,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,13.24595,248.97464:693331 249.01653:19992 249.0799:139039 249.08829:107712 249.11345:39979 249.18619:42206 249.97717:49839 250.15814:38446 250.97072:183263 250.97826:51643 250.9924:37421 251.09711:153879 251.12918:65176 252.00626:21101 252.03384:218657 252.0442:25277 253.0166:205928 253.10835:48107 253.14464:36198,52.27308:3572 55.28004:3576 79.95626:38652 80.96346:14609 84.71381:4209 95.49014:4233 96.95834:4439 108.72668:4480 124.00111:4485 132.00722:6624 135.05585:22043 139.94054:4528 161.03452:11581 167.98523:18164 205.96877:73782 213.00179:8862 219.17436:4977 231.94653:234115 235.16948:13639 248.97633:90863 249.01396:10657 249.08105:61724 249.1109:9329 249.18611:36836
4548,Unknown,2908,7.14715,7.22545,7.4241,378.9565,2265251.25,13633272,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,17.32355,378.95651:744150 379.03702:24240 379.14029:70519 379.17703:48867 379.19797:228994 379.95972:81409 380.02231:1947328 380.2016:26442 380.95325:564441 381.00623:23969 381.0257:282997 381.08734:27068 381.12088:31345 381.13147:48465 381.15616:43159 381.19147:21219 381.957:83713 382.0184:760788 382.06122:42094 382.07184:55058 382.11465:101849 382.94904:76584 383.02063:105024 383.05481:24843 383.06546:30692 383.17004:79361,59.34227:4310 61.63209:4440 73.02798:8748 75.04342:12626 75.85899:4328 79.95632:64376 80.96394:63896 93.48574:5444 96.48109:5683 111.5405:4808 115.0386:6227 138.01863:39661 159.9724:38879 168.94339:5334 183.77965:5426 253.97687:7934 270.68692:4994 299.39758:6230 307.17783:26278 319.91736:8459 321.19116:10296 333.93573:6031 334.9451:9938 378.95773:27188 379.19492:13749
4552,Unknown,2912,7.14715,7.234517,7.4241,228.9745,3504096.5,22024314,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,62.3321,228.9157:25710 228.97469:641182 228.9929:15722 229.05397:87604 229.06532:68915 229.10799:21039 229.89944:19822 229.9259:25188 229.97882:24578 230.97028:49790 231.06943:224787 231.07768:46824 231.12343:222194 231.94722:17094 231.99246:27929 232.07297:121103 232.96817:170775 233.05687:35717 233.08556:17634 233.15479:87129,54.56851:3386 56.87058:4013 70.2776:3613 79.95629:50226 80.96346:13288 125.03964:4567 133.03893:7868 136.03896:6510 149.01747:4415 159.61929:4118 165.01247:45216 184.00671:5484 196.09384:4135 197.00073:5670 197.58162:3919 214.04051:7785 219.56575:4413 228.9734:169031 229.05066:35359
4553,Unknown,2920,7.14715,7.2539,7.527667,134.006,2040105.375,15373430,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,29.77617,134.00601:510602 134.02364:21007 135.00954:31410 135.04408:73297 135.05495:76995 135.08061:18440 136.03952:768468 136.04247:85557 136.05864:15175 137.02338:29734 137.04288:55848 137.05951:21737 137.09642:28429 138.0553:20813,57.97447:48228 63.02232:811 64.01768:614 90.03351:7090 134.00623:142436 134.04475:3901 134.05922:1232
4560,Unknown,2924,7.0835,7.2642,7.433116,219.9571,1767901.875,14422525,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,9.33709,219.95695:650010 220.02043:36342 220.06149:76753 220.07306:34472 220.14662:91431 220.17833:1066866 220.96059:44393 221.05643:56126 221.08136:57949 221.09286:134392 221.18221:92420 221.9538:336980 221.96324:24969 221.99304:24893 221.99854:41666 222.01186:35895 222.07698:52005 222.0966:21843 222.87953:1021673 222.95772:45170 222.97746:38278 223.01955:62189 223.09731:67627 223.13387:22969 223.88263:37850 223.95171:63632 224.05589:47397 224.87642:1050005,58.41964:3422 64.49008:3388 70.07797:3815 70.26196:3399 79.95583:8864 82.50885:4223 138.98141:6340 175.96599:79371 192.06528:4689 196.19284:3942 205.12184:13257 219.95815:46194 219.98912:6620 220.14626:47337 220.17801:583150
4567,Unknown,2924,7.154917,7.2642,7.347867,396.0175,6264287.5,39581904,,[M-H]-,M + 0,similar chromatogram in higher mz_4568,,,,,,,999,FALSE,FALSE,FALSE,,,,,,25.39586,396.01746:1935473 396.07535:19345 396.08508:63291 396.1763:27648 397.021:376270 397.10724:39647 397.15042:28509 397.18796:36722 398.01291:837761 398.12625:19743 398.89777:28134 399.01605:108127 399.03949:23891 399.08676:44413 399.16617:30854 400.15134:21003 401.01065:23336,53.52577:1747 57.76993:1770 64.37283:1793 79.95635:60845 80.96401:13320 94.97949:32052 102.98376:2558 111.0079:18813 136.98961:80219 155.98517:3409 164.98416:6968 171.00769:9498 180.98135:19529 182.97179:2894 186.03087:4360 190.96472:48369 197.99583:4797 208.9763:52167 224.01099:3908 254.0575:4298 256.03802:29277 270.05441:2660 271.07169:9896 280.03787:3762 303.96985:5979 314.05634:5076 316.07178:5980 318.99127:3266 323.39728:2570 334.01682:21112 335.99493:20985 378.00708:5079 396.01813:110630
4577,Unknown,2928,7.129117,7.275617,7.3388,209.0927,8746859,52984924,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,98.02772,209.08214:141974 209.09265:1963924 210.08487:25001 210.09625:189780 211.0434:46016 211.0972:58171 212.00192:23943 212.97847:116523 213.03333:78916 213.11316:93525 213.1853:42569 214.04109:24791,52.01809:31529 65.99745:54007 68.01259:2539 68.99672:1783 71.01244:28581 79.95618:8715 80.01215:3640 81.02014:2301 86.05933:1963 91.56124:1064 96.00787:9531 97.60175:1116 108.00765:2317 114.0907:1263 125.4078:1428 131.04863:1141 133.06512:2330 136.98903:1921 137.09554:2322 142.0864:8238 147.08014:8006 165.03644:3858 165.09065:7084 173.94202:1203 209.09357:17212 209.1165:4930 209.49275:1736
4579,Unknown,2928,7.207366,7.275617,7.67625,221.9539,1103329.875,8142004.5,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,17.40656,221.95395:253131 222.07645:37319 222.87903:917642 223.01956:55169 223.09698:29210 223.13412:44398 223.88289:27941 223.95122:37918 224.05615:45275 224.87666:735474 224.97911:46196 225.02232:45355 225.11287:101707 225.87959:38788 226.87299:277368,53.16251:3449 58.02818:8900 59.01238:3528 62.96257:3587 79.95628:222668 80.96384:20522 84.54913:4154 88.69682:4906 95.87897:4013 118.60458:3963 130.381:4690 137.425:3984 139.22884:3982 168.0224:10260 177.96408:8910 180.18925:4072 186.90273:9730 199.50002:12067 200.00336:34627 200.50606:6055 221.99898:248470 222.07741:11280
4580,Unknown,2928,7.216417,7.275617,7.4534,246.0073,3476213,24221882,,[M-H]-,M + 0,found in higher mz's MsMs_4581,,,,,,,999,FALSE,FALSE,FALSE,,,,,,33.41166,246.00732:770282 246.04398:1426620 246.08098:125530 246.83736:146207 246.92586:29316 247.01144:84490 247.04756:120452 247.06505:94326 247.09801:39686 248.00403:38227 248.01318:234240 248.04015:78528 248.09296:46320 248.83498:60932 248.97458:223727 249.07994:182821 249.08833:117180 249.11349:27569 249.13402:65443 249.18614:100635 250.08409:45168 250.15736:101195 250.97171:76008,63.96088:17524 64.96871:7630 65.00205:23040 66.63625:3860 76.8474:3852 79.95622:55279 80.96384:46912 81.02014:9827 91.17853:4650 96.99095:4935 99.25873:4985 106.02837:5642 110.05973:60048 120.00743:4372 125.99462:12513 129.97105:7301 136.04196:5021 138.09094:112408 142.9366:4853 150.01804:7263 167.02109:23741 167.79128:4740 171.00952:4997 173.01447:6593 173.96161:13424 199.00648:8221 200.98627:10806 202.0533:26397 230.98459:157000 246.00761:199952 246.04422:228988 246.07854:23599
4581,Unknown,2928,7.138134,7.275617,7.3388,246.044,5597482,32613842,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,48.50512,246.00732:770282 246.04398:1426620 246.08098:125530 246.83736:146207 246.92586:29316 247.01144:84490 247.04756:120452 247.06505:94326 247.09801:39686 248.00403:38227 248.01318:234240 248.04015:78528 248.09296:46320 248.83498:60932 248.97458:223727 249.07994:182821 249.08833:117180 249.11349:27569 249.13402:65443 249.18614:100635 250.08409:45168 250.15736:101195 250.97171:76008 251.03395:27658,63.96088:17524 64.96871:7630 65.00205:23040 66.63625:3860 76.8474:3852 79.95622:55279 80.96384:46912 81.02014:9827 91.17853:4650 96.99095:4935 99.25873:4985 106.02837:5642 110.05973:60048 120.00743:4372 125.99462:12513 129.97105:7301 136.04196:5021 138.09094:112408 142.9366:4853 150.01804:7263 167.02109:23741 167.79128:4740 171.00952:4997 173.01447:6593 173.96161:13424 199.00648:8221 200.98627:10806 202.0533:26397 230.98459:157000 246.00761:199952 246.04422:228988 246.07854:23599
4586,Unknown,2932,7.129117,7.28465,7.416717,136.0392,4019108,31792430,,[M-H]-,M + 0,similar chromatogram in higher mz_4587; similar chromatogram in higher mz_4579; similar chromatogram in higher mz_4592; similar chromatogram in higher mz_4584; similar chromatogram in higher mz_4590; found in higher mz's MsMs_4587,,,,,,,999,FALSE,FALSE,FALSE,,,,,,67.06887,136.00307:33363 136.03917:954333 136.04256:208576 137.04286:71575 137.05962:22032 139.03915:23983 141.01027:38411 141.0159:520841,53.94646:2793 59.96984:4022 61.03889:3163 63.96128:22759 64.01768:5531 64.96912:15552 68.28419:3192 71.21903:2932 72.34615:3447 79.5384:3153 90.03332:9775 90.85567:3529 107.03584:4105 136.00134:6712 136.03896:15421
4587,Unknown,2932,7.120067,7.28465,7.516333,180.0297,18198074,130641256,,[M-H]-,M + 0,similar chromatogram in higher mz_4582,,,,,,,999,FALSE,FALSE,FALSE,,,,,,235.1324,180.02971:6348320 180.09387:21360 180.10248:20431 181.03281:640073 181.0721:19484 181.08649:147440 181.09694:21451 182.00066:29230 182.03348:67188 182.0816:19285 183.06551:22058 183.10187:138640 183.97218:43923 184.90767:61198 185.0007:53071 185.02696:334120,62.71782:2352 70.15928:2541 74.23244:2003 84.9725:1895 95.01311:2456 106.04126:14331 109.02856:56203 110.73702:2418 121.02773:88757 121.45309:2681 122.03682:31182 131.44797:2380 136.03897:473028 137.024:2660 137.09706:2763 165.01028:3788 180.03041:43865 180.07918:3648
